composition,minimum CN_VoronoiNN,maximum CN_VoronoiNN,range CN_VoronoiNN,mean CN_VoronoiNN,avg_dev CN_VoronoiNN,spacegroup_num,crystal_system,crystal_system_int,is_centrosymmetric,n_symmetry_ops,density,vpa,packing fraction
Ag0.01Sn0.99Se0.9S0.1_generalized_grouping_grouped_from_oqmd-5395345_rank_2,9.646113141270112,9.660429604919031,0.014316463648919253,9.653267507269243,0.007143811451442161,187,hexagonal,2,False,24,7.03393011919049,22.64060631124428,0.4166837908214726
Ag0.01Sn0.99Se_generalized_grouping_grouped_from_agm002068072_rank_3,7.80451602453066,10.247049694187456,2.4425336696567967,9.025762053454843,1.2212393778507513,194,hexagonal,2,True,192,5.406206563192644,30.357585667201587,0.31525360828432164
Ag0.01Sn0.99Se_generalized_grouping_grouped_from_oqmd-5395345_rank_2,9.646113141270112,9.66042960491903,0.014316463648917477,9.653267507269243,0.007143811451441828,194,hexagonal,2,True,192,7.2488950437338575,22.64060631124428,0.42270680779572023
Ag0.02Cu1.955S0.5Se0.5_generalized_grouping_grouped_from_oqmd-3241062_rank_3,7.999999999893485,9.971817977428946,1.9718179775354612,9.314545318200231,0.8763635455378301,160,trigonal,3,False,24,4.738277038873865,21.331375935662052,0.40459489864508336
Ag0.02Cu1.955S0.5Se0.5_generalized_grouping_grouped_from_oqmd-5473064_rank_2,7.999999999989332,9.971811232772206,1.9718112327828736,9.314540821839282,0.876360547899966,160,trigonal,3,False,24,4.041738093133902,25.007550334653875,0.34511840500785346
Ag0.02Cu1.955S0.5Se0.5_generalized_grouping_grouped_from_oqmd-5757776_rank_1,9.579430431937665,13.16415928098807,3.5847288490504052,10.774342207619533,1.5932093534523013,187,hexagonal,2,False,96,7.266325635969527,13.909914565788377,0.6204614588989895
Ag0.03Cu1.945S0.5Se0.5_generalized_grouping_grouped_from_oqmd-3241062_rank_3,7.999999999893485,9.971817977428946,1.9718179775354612,9.314545318200231,0.8763635455378301,160,trigonal,3,False,24,4.738277038873865,21.331375935662052,0.40459489864508336
Ag0.03Cu1.945S0.5Se0.5_generalized_grouping_grouped_from_oqmd-5473064_rank_2,7.999999999989332,9.971811232772206,1.9718112327828736,9.314540821839282,0.876360547899966,160,trigonal,3,False,24,4.041738093133902,25.007550334653875,0.34511840500785346
Ag0.03Cu1.945S0.5Se0.5_generalized_grouping_grouped_from_oqmd-5757776_rank_1,9.579430431937665,13.16415928098807,3.5847288490504052,10.774342207619533,1.5932093534523013,187,hexagonal,2,False,96,7.266325635969527,13.909914565788377,0.6204614588989895
Ag0.04Cr1.96Se3,11.99999999999948,11.999999999999492,1.2434497875801753e-14,11.99999999999949,4.6753712013014594e-15,1,triclinic,7,False,1,8.324818166545196,13.687811707283439,0.6184551662664023
Ag0.05Sb0.05Sn0.9S0.05Se0.05Te0.9_generalized_grouping_grouped_from_agm002068072_rank_3,7.80451602453066,10.247049694187456,2.4425336696567967,9.025762053454843,1.2212393778507515,8,monoclinic,6,False,2,6.476728861781093,30.357585667201587,0.39136019816861356
Ag0.05Sb0.05Sn0.9S0.05Se0.05Te0.9_generalized_grouping_grouped_from_oqmd-5395345_rank_2,9.646113141270115,9.66042960491903,0.014316463648913924,9.653267507269243,0.0071438114514407736,8,monoclinic,6,False,2,8.684301496250471,22.64060631124428,0.5247540891489374
Ag0.15Sb0.15Sn0.7S0.15Se0.15Te0.7_generalized_grouping_grouped_from_agm002068072_rank_3,7.804518289539199,10.24703413494762,2.4425158454084217,9.02576205630667,1.2212393793901166,8,monoclinic,6,False,2,6.142745303948988,30.357585698957983,0.3807172839033035
Ag0.15Sb0.15Sn0.7S0.15Se0.15Te0.7_generalized_grouping_grouped_from_oqmd-3052242_rank_1,11.008523700304362,12.144802125379167,1.1362784250748046,11.553246175289617,0.36843450710113185,6,monoclinic,6,False,2,8.06639564396101,22.931785250728392,0.5019143425855804
Ag0.15Sb0.15Sn0.7S0.15Se0.15Te0.7_generalized_grouping_grouped_from_oqmd-5395345_rank_2,9.646110035505252,9.6604297397182,0.014319704212947926,9.653267500713904,0.007143811559488051,8,monoclinic,6,False,2,8.236480691862983,22.64060634243095,0.5104835709063476
Ag0.15Sb0.15Te1.15Ge0.85_generalized_grouping_grouped_from_agm002068072_rank_3,7.80451602453066,10.247049694187456,2.4425336696567967,9.025762053454843,1.2212393778507513,187,hexagonal,2,False,24,5.764856964981438,30.357585667201587,0.35198583658572313
Ag0.15Sb0.15Te1.15Ge0.85_generalized_grouping_grouped_from_oqmd-5395345_rank_2,9.646113141270112,9.66042960491903,0.014316463648917477,9.653267507269243,0.007143811451441828,12,monoclinic,6,True,8,7.729790305424453,22.64060631124428,0.4719591004277066
Ag0.1Sb0.1Sn0.8S0.1Se0.1Te0.8_generalized_grouping_grouped_from_agm002068072_rank_3,7.80451602453066,10.247049694187456,2.4425336696567967,9.025762053454843,1.2212393778507513,1,triclinic,7,False,2,6.216963877353958,30.357585667201587,0.38308237627201897
Ag0.1Sb0.1Sn0.8S0.1Se0.1Te0.8_generalized_grouping_grouped_from_oqmd-5395345_rank_2,9.646113141270112,9.66042960491903,0.014316463648917477,9.653267507269245,0.007143811451441218,8,monoclinic,6,False,4,8.33599643499557,22.64060631124428,0.5136547977293916
